Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
116	63.64028	1.6197938	69.47392	58.92998	62.604755	0.18569605	62.954227	62.241802	14.035088	14.0	463999	31.678562	17.131174	76.189125	-3.0998683	-31.543423	0.39784414	4005.7077050209045
117	63.791565	1.7326748	69.81867	58.74401	63.0489	1.3625338	67.09853	62.258987	14.063158	14.1	467999	31.65761	17.118967	73.51225	-9.549921	-31.517176	0.4071661	4040.412437438965
118	63.64916	1.7765086	69.5436	57.731857	63.61619	1.9409691	67.60707	62.371502	14.049295	14.2	471999	31.651606	17.119377	74.769035	-6.864538	-31.51021	0.39701945	4074.9013662338257
119	63.574177	1.9284371	69.94581	59.594536	62.65459	0.1749007	62.896355	62.342113	14.066667	14.0	475999	31.668085	17.129288	159.66312	-13.70331	-31.526932	0.4603279	4109.5069789886475
120	63.650715	1.927676	70.139305	57.822044	62.683605	0.22811994	62.993412	62.312996	14.066901	14.0	479999	31.635748	17.123264	74.630714	-9.865055	-31.497753	0.40506145	4143.952938556671
121	63.360313	1.6399703	69.72958	57.98044	62.639915	0.22446196	62.866325	62.0435	14.031579	14.0	483999	31.628984	17.13344	132.64134	-10.284945	-31.489574	0.43663928	4178.6682369709015
122	63.563446	1.7152616	70.04101	58.47714	63.58742	1.8452622	67.39505	62.261303	14.042106	14.2	487999	31.724625	17.125154	74.52513	-6.239727	-31.585295	0.3918649	4213.2786202430725
123	63.625687	1.5960215	69.63021	59.45624	62.747276	0.18081029	63.004307	62.429585	14.038596	14.0	491999	31.634392	17.097664	75.76116	-10.034452	-31.492281	0.4042325	4247.921329259872
124	63.839237	1.7318786	70.18029	59.040993	62.68624	0.22701457	62.981216	62.18808	14.056338	14.0	495999	31.668678	17.12023	77.21419	-4.937278	-31.527227	0.3876433	4282.790336608887
125	63.683964	1.743404	70.244896	57.875286	63.145893	1.3605554	67.193054	62.34967	14.049123	14.1	499999	31.645618	17.11075	75.40328	-9.104673	-31.502844	0.38602197	4317.400112867355
126	63.449657	1.9101874	69.92356	59.040676	63.70929	1.8426163	67.62244	62.65021	14.052631	14.2	503999	31.63291	17.123478	73.36262	-10.825493	-31.493261	0.39865333	4352.159332752228
127	63.68772	1.6594541	70.035126	58.95745	62.641396	0.15745573	62.82823	62.28683	14.049295	14.0	507999	31.67639	17.103138	79.84368	-7.485133	-31.535297	0.39209983	4386.906721353531
128	63.57804	1.6424522	69.879135	59.400772	63.491077	1.9371989	67.38165	62.269867	14.049123	14.2	511999	31.65012	17.10494	75.82686	-12.16342	-31.508533	0.39400756	4421.461354017258
129	63.75218	1.7621495	69.58846	58.022472	63.447517	1.7698337	67.12536	62.280087	14.05614	14.2	515999	31.611763	17.082945	75.73258	-27.829504	-31.473547	0.38857478	4456.102885246277
130	63.62196	1.832302	69.810745	58.530193	62.540436	0.22282661	62.885227	62.13867	14.056338	14.0	519999	31.63605	17.126656	76.138885	-8.579307	-31.493586	0.3912197	4490.958540439606
131	63.71061	1.8371787	69.60631	59.69159	63.453053	1.953515	67.441185	62.1618	14.073684	14.2	523999	31.560005	17.124111	80.62362	-14.0780945	-31.419449	0.40058014	4525.683659076691
