Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
88	6957.9536	37.323715	7002.127	6915.8364	7663.293	110.46733	7866.7773	7513.7593	1000.0	1000.0	351999	563.27216	113.61093	657.0314	-22.934134	563.2728	113.61164	656.9279	-16.572859	-565.0551	37.724144	4122.408233165741
89	7093.342	97.89823	7241.889	6969.695	7759.2236	89.82911	7930.0054	7624.3022	1000.0	1000.0	355999	564.6582	112.43046	659.98785	-13.985089	564.65826	112.43021	665.23145	-12.16913	-566.2308	36.4049	4169.681062459946
90	7139.6807	12.020423	7157.865	7124.4697	7682.0483	93.249695	7794.2393	7484.269	1000.0	1000.0	359999	565.5272	112.88318	658.3483	-14.377264	565.52704	112.88285	659.4461	-19.467514	-567.27637	35.517513	4216.6838212013245
91	7161.8994	85.1215	7246.9443	7065.5347	7527.947	138.21155	7799.4478	7334.7993	1000.0	1000.0	363999	566.5216	113.34058	663.19104	-24.531136	566.5221	113.340935	662.19586	-19.767567	-568.15674	37.029602	4263.984092950821
92	7222.4595	103.69729	7339.54	7074.2515	7722.0273	72.66132	7785.839	7590.196	1000.0	1000.0	367999	567.72064	112.52176	663.8775	-20.99849	567.7199	112.523544	665.1364	-20.22999	-569.38727	36.65985	4311.172454833984
93	7198.4116	111.63999	7383.1904	7105.3286	7733.6006	74.45641	7879.267	7641.908	1000.0	1000.0	371999	568.574	112.08633	660.7714	-18.618458	568.57416	112.08561	661.7514	-23.25512	-570.28876	36.982048	4358.700042009354
94	7080.147	103.63681	7161.393	6902.193	6786.671	301.43896	7210.1655	6069.742	1000.0	1000.0	375999	569.1999	112.89522	664.4151	-12.710373	569.1999	112.89623	664.13153	-15.0622635	-571.36884	36.237022	4406.085113286972
95	7084.866	188.90402	7385.0303	6865.2847	7671.237	72.89298	7838.6987	7564.3467	1000.0	1000.0	379999	570.55554	112.417946	666.23376	-62.30618	570.55585	112.417816	666.19965	-67.9174	-572.112	37.28172	4453.306435585022
96	7184.309	99.78552	7304.506	7027.658	7463.507	91.207634	7579.4316	7322.976	1000.0	1000.0	383999	571.37146	112.38305	666.11743	-83.29442	571.37134	112.3823	665.2744	-73.472	-573.10785	39.11857	4500.590968847275
97	7168.661	110.634964	7263.7544	6980.132	7574.733	125.08287	7827.7275	7375.3013	1000.0	1000.0	387999	572.1878	111.856384	666.2497	-121.3021	572.188	111.856964	669.38885	-102.02924	-574.2456	39.235893	4547.861101150513
98	7087.8887	80.36505	7165.166	6953.339	7675.935	153.44936	7935.5576	7431.3735	1000.0	1000.0	391999	573.3022	111.21214	667.2794	-126.23884	573.3024	111.21019	667.65497	-120.33232	-574.9369	38.598248	4595.225061416626
99	7142.126	72.48929	7234.301	7033.102	7811.389	98.170364	7934.257	7663.1016	1000.0	1000.0	395999	573.9357	111.88978	666.16296	-164.20076	573.93567	111.89111	668.2504	-159.12012	-575.71265	37.72029	4642.371171951294
100	7131.044	237.3829	7435.61	6877.549	7706.2646	82.1092	7863.7056	7573.4062	1000.0	1000.0	399999	575.0396	111.64997	668.56213	-199.6323	575.0395	111.6509	670.4237	-191.98398	-576.7738	36.903084	4689.560191631317
101	7065.313	137.71843	7286.2983	6913.365	7551.471	137.29652	7766.1753	7294.4126	1000.0	1000.0	403999	576.15686	111.34704	668.20526	-227.64479	576.1562	111.34903	668.7397	-224.79654	-577.985	38.05573	4736.8723320961
